"nombre","nombre_url"
"Miño","mino"
"Moeche","moeche"
"Monfero","monfero"
"Mugardos","mugardos"
"Muxía","muxia"
"Muros","muros"
"Narón","naron"
"Neda","neda"
"Negreira","negreira"
"Noia","noia"
"Oleiros","oleiros"
"Ordes","ordes"
"Oroso","oroso"
"Ortigueira","ortigueira"
"Outes","outes"
"Oza dos Ríos","oza-dos-rios"
"Paderne","paderne"
"Padrón","padron"
"Pino (O)","pino-o"
"Pobra do Caramiñal (A)","pobra-do-caraminal-a"
"Ponteceso","ponteceso"
"Pontedeume","pontedeume"
"Pontes de García Rodríguez (As)","pontes-de-garcia-rodriguez-as"
"Porto do Son","porto-do-son"
"Rianxo","rianxo"
"Ribeira","ribeira"
"Rois","rois"
"Sada","sada"
"San Sadurniño","san-sadurnino"
"Santa Comba","santa-comba"
"Santiago de Compostela","santiago-de-compostela"
"Santiso","santiso"
"Sobrado","sobrado"
"Somozas (As)","somozas-as"
"Teo","teo"
"Toques","toques"
"Tordoia","tordoia"
"Touro","touro"
"Trazo","trazo"
"Valdoviño","valdovino"
"Val do Dubra","val-do-dubra"
"Vedra","vedra"
"Vilasantar","vilasantar"
"Vilarmaior","vilarmaior"
"Vimianzo","vimianzo"
"Zas","zas"
"Cariño","carino"
"Lugo","lugo"
"Abadín","abadin"
"Alfoz","alfoz"
"Antas de Ulla","antas-de-ulla"
"Baleira","baleira"
"Barreiros","barreiros"
"Becerreá","becerrea"
"Begonte","begonte"
"Bóveda","boveda"
"Carballedo","carballedo"
"Castro de Rei","castro-de-rei"
"Castroverde","castroverde"
"Cervantes","cervantes"
"Cervo","cervo"
"Corgo (O)","corgo-o"
"Cospeito","cospeito"
"Chantada","chantada"
"Folgoso do Courel","folgoso-do-courel"
"Fonsagrada (A)","fonsagrada-a"
"Foz","foz"
"Friol","friol"
"Xermade","xermade"
"Guitiriz","guitiriz"
"Guntín","guntin"
"Incio (O)","incio-o"
"Xove","xove"
"Láncara","lancara"
"Lourenzá","lourenza"
"Lugo","lugo"
"Meira","meira"
"Mondoñedo","mondonedo"
"Monforte de Lemos","monforte-de-lemos"
"Monterroso","monterroso"
"Muras","muras"
"Navia de Suarna","navia-de-suarna"
"Negueira de Muñiz","negueira-de-muniz"
"Nogais (As)","nogais-as"
"Ourol","ourol"
"Outeiro de Rei","outeiro-de-rei"
"Palas de Rei","palas-de-rei"
"Pantón","panton"
"Paradela","paradela"
"Páramo (O)","paramo-o"
"Pastoriza (A)","pastoriza-a"
"Pedrafita do Cebreiro","pedrafita-do-cebreiro"
"Pol","pol"
"Pobra do Brollón (A)","pobra-do-brollon-a"
"Pontenova (A)","pontenova-a"
"Portomarín","portomarin"
"Quiroga","quiroga"
"Ribadeo","ribadeo"
"Ribas de Sil","ribas-de-sil"
"Ribeira de Piquín","ribeira-de-piquin"
"Riotorto","riotorto"
"Samos","samos"
"Rábade","rabade"
"Sarria","sarria"
"Saviñao (O)","savinao-o"
"Sober","sober"
"Taboada","taboada"
"Trabada","trabada"
"Triacastela","triacastela"
"Valadouro (O)","valadouro-o"
"Vicedo (O)","vicedo-o"
"Vilalba","vilalba"
"Viveiro","viveiro"
"Baralla","baralla"
"Burela","burela"
"Ourense","ourense"
"Allariz","allariz"
"Amoeiro","amoeiro"
"Arnoia (A)","arnoia-a"
"Avión","avion"
"Baltar","baltar"
"Bande","bande"
"Baños de Molgas","banos-de-molgas"
"Barbadás","barbadas"
"Barco de Valdeorras (O)","barco-de-valdeorras-o"
"Beade","beade"
"Beariz","beariz"
"Blancos (Os)","blancos-os"
"Boborás","boboras"
"Bola (A)","bola-a"
"Bolo (O)","bolo-o"
"Calvos de Randín","calvos-de-randin"
"Carballeda de Valdeorras","carballeda-de-valdeorras"
"Carballeda de Avia","carballeda-de-avia"
"Carballiño (O)","carballino-o"
"Cartelle","cartelle"
"Castrelo do Val","castrelo-do-val"
"Castrelo de Miño","castrelo-de-mino"
"Castro Caldelas","castro-caldelas"
"Celanova","celanova"
"Cenlle","cenlle"
"Coles","coles"
"Cortegada","cortegada"
"Cualedro","cualedro"
"Chandrexa de Queixa","chandrexa-de-queixa"
"Entrimo","entrimo"
"Esgos","esgos"
"Xinzo de Limia","xinzo-de-limia"
"Gomesende","gomesende"
"Gudiña (A)","gudina-a"
"Irixo (O)","irixo-o"
"Xunqueira de Ambía","xunqueira-de-ambia"
"Xunqueira de Espadanedo","xunqueira-de-espadanedo"
"Larouco","larouco"
"Laza","laza"
"Leiro","leiro"
"Lobeira","lobeira"
"Lobios","lobios"
"Maceda","maceda"
"Manzaneda","manzaneda"
"Maside","maside"
"Melón","melon"
"Merca (A)","merca-a"
"Mezquita (A)","mezquita-a"
"Montederramo","montederramo"
"Monterrei","monterrei"
"Muíños","muinos"
"Nogueira de Ramuín","nogueira-de-ramuin"
"Oímbra","oimbra"
"Ourense","ourense"
"Paderne de Allariz","paderne-de-allariz"
"Padrenda","padrenda"
"Parada de Sil","parada-de-sil"
"Pereiro de Aguiar (O)","pereiro-de-aguiar-o"
"Peroxa (A)","peroxa-a"
"Petín","petin"
"Piñor","pinor"
"Porqueira","porqueira"
"Pobra de Trives (A)","pobra-de-trives-a"
"Pontedeva","pontedeva"
"Punxín","punxin"
"Quintela de Leirado","quintela-de-leirado"
"Rairiz de Veiga","rairiz-de-veiga"
"Ramirás","ramiras"
"Ribadavia","ribadavia"
"San Xoán de Río","san-xoan-de-rio"
"Riós","rios"
"Rúa (A)","rua-a"
"Rubiá","rubia"
"San Amaro","san-amaro"
"San Cibrao das Viñas","san-cibrao-das-vinas"
"San Cristovo de Cea","san-cristovo-de-cea"
"Sandiás","sandias"
"Sarreaus","sarreaus"
"Taboadela","taboadela"
"Teixeira (A)","teixeira-a"
"Toén","toen"
"Trasmiras","trasmiras"
"Veiga (A)","veiga-a"
"Verea","verea"
"Verín","verin"
"Viana do Bolo","viana-do-bolo"
"Vilamarín","vilamarin"
"Vilamartín de Valdeorras","vilamartin-de-valdeorras"
"Vilar de Barrio","vilar-de-barrio"
"Vilar de Santos","vilar-de-santos"
"Vilardevós","vilardevos"
"Vilariño de Conso","vilarino-de-conso"
"Pontevedra","pontevedra"
"Arbo","arbo"
"Barro","barro"
"Baiona","baiona"
"Bueu","bueu"
"Caldas de Reis","caldas-de-reis"
"Cambados","cambados"
"Campo Lameiro","campo-lameiro"
"Cangas","cangas"
"Cañiza (A)","caniza-a"
"Catoira","catoira"
"Cerdedo","cerdedo"
"Cotobade","cotobade"
"Covelo","covelo"
"Crecente","crecente"
"Cuntis","cuntis"
"Dozón","dozon"
"Estrada (A)","estrada-a"
"Forcarei","forcarei"
"Fornelos de Montes","fornelos-de-montes"
"Agolada","agolada"
"Gondomar","gondomar"
"Grove (O)","grove-o"
"Guarda (A)","guarda-a"
"Lalín","lalin"
"Lama (A)","lama-a"
"Marín","marin"
"Meaño","meano"
"Meis","meis"
"Moaña","moana"
"Mondariz","mondariz"
"Mondariz-Balneario","mondariz-balneario"
"Moraña","morana"
"Mos","mos"
"Neves (As)","neves-as"
"Nigrán","nigran"
"Oia","oia"
"Pazos de Borbén","pazos-de-borben"
"Pontevedra","pontevedra"
"Porriño (O)","porrino-o"
"Portas","portas"
"Poio","poio"
"Ponteareas","ponteareas"
"Ponte Caldelas","ponte-caldelas"
"Pontecesures","pontecesures"
"Redondela","redondela"
"Ribadumia","ribadumia"
"Rodeiro","rodeiro"
"Rosal (O)","rosal-o"
"Salceda de Caselas","salceda-de-caselas"
"Salvaterra de Miño","salvaterra-de-mino"
"Sanxenxo","sanxenxo"
"Silleda","silleda"
"Soutomaior","soutomaior"
"Tomiño","tomino"
"Tui","tui"
"Valga","valga"
"Vigo","vigo"
"Vilaboa","vilaboa"
"Vila de Cruces","vila-de-cruces"
"Vilagarcía de Arousa","vilagarcia-de-arousa"
"Vilanova de Arousa","vilanova-de-arousa"
"Illa de Arousa (A)","illa-de-arousa-a"
"Comunidad de Madrid","madrid"
"Madrid","madrid"
"Acebeda (La)","acebeda-la"
"Ajalvir","ajalvir"
"Alameda del Valle","alameda-del-valle"
"Álamo (El)","lamo-el"
"Alcalá de Henares","alcala-de-henares"
"Alcobendas","alcobendas"
"Alcorcón","alcorcon"
"Aldea del Fresno","aldea-del-fresno"
"Algete","algete"
"Alpedrete","alpedrete"
"Ambite","ambite"
"Anchuelo","anchuelo"
"Aranjuez","aranjuez"
"Arganda del Rey","arganda-del-rey"
"Arroyomolinos","arroyomolinos"
"Atazar (El)","atazar-el"
"Batres","batres"
"Becerril de la Sierra","becerril-de-la-sierra"
"Belmonte de Tajo","belmonte-de-tajo"
"Berzosa del Lozoya","berzosa-del-lozoya"
"Berrueco (El)","berrueco-el"
"Boadilla del Monte","boadilla-del-monte"
"Boalo (El)","boalo-el"
"Braojos","braojos"
"Brea de Tajo","brea-de-tajo"
"Brunete","brunete"
"Buitrago del Lozoya","buitrago-del-lozoya"
"Bustarviejo","bustarviejo"
"Cabanillas de la Sierra","cabanillas-de-la-sierra"
"Cabrera (La)","cabrera-la"
"Cadalso de los Vidrios","cadalso-de-los-vidrios"
"Camarma de Esteruelas","camarma-de-esteruelas"
"Campo Real","campo-real"
"Canencia","canencia"
"Carabaña","carabana"
"Casarrubuelos","casarrubuelos"
"Cenicientos","cenicientos"
"Cercedilla","cercedilla"
"Cervera de Buitrago","cervera-de-buitrago"
"Ciempozuelos","ciempozuelos"
"Cobeña","cobena"
"Colmenar del Arroyo","colmenar-del-arroyo"
"Colmenar de Oreja","colmenar-de-oreja"
"Colmenarejo","colmenarejo"
"Colmenar Viejo","colmenar-viejo"
"Collado Mediano","collado-mediano"
"Collado Villalba","collado-villalba"
"Corpa","corpa"
"Coslada","coslada"
"Cubas de la Sagra","cubas-de-la-sagra"
"Chapinería","chapineria"
"Chinchón","chinchon"
"Daganzo de Arriba","daganzo-de-arriba"
"Escorial (El)","escorial-el"
"Estremera","estremera"
"Fresnedillas de la Oliva","fresnedillas-de-la-oliva"
"Fresno de Torote","fresno-de-torote"
"Fuenlabrada","fuenlabrada"
"Fuente el Saz de Jarama","fuente-el-saz-de-jarama"
"Fuentidueña de Tajo","fuentiduena-de-tajo"
"Galapagar","galapagar"
"Garganta de los Montes","garganta-de-los-montes"
"Gargantilla del Lozoya y Pinilla de Buitrago","gargantilla-del-lozoya-y-pinilla-de-buitrago"
"Gascones","gascones"
"Getafe","getafe"
"Griñón","grinon"
"Guadalix de la Sierra","guadalix-de-la-sierra"
"Guadarrama","guadarrama"
"Hiruela (La)","hiruela-la"
"Horcajo de la Sierra-Aoslos","horcajo-de-la-sierra-aoslos"
"Horcajuelo de la Sierra","horcajuelo-de-la-sierra"
"Hoyo de Manzanares","hoyo-de-manzanares"
"Humanes de Madrid","humanes-de-madrid"
"Leganés","leganes"
"Loeches","loeches"
"Lozoya","lozoya"
"Madarcos","madarcos"
"Centro","centro"
"Majadahonda","majadahonda"
"Manzanares el Real","manzanares-el-real"
"Meco","meco"
"Mejorada del Campo","mejorada-del-campo"
"Miraflores de la Sierra","miraflores-de-la-sierra"
"Molar (El)","molar-el"
"Molinos (Los)","molinos-los"
"Montejo de la Sierra","montejo-de-la-sierra"
"Moraleja de Enmedio","moraleja-de-enmedio"
"Moralzarzal","moralzarzal"
"Morata de Tajuña","morata-de-tajuna"
"Móstoles","mostoles"
"Navacerrada","navacerrada"
"Navalafuente","navalafuente"
"Navalagamella","navalagamella"
"Navalcarnero","navalcarnero"
"Navarredonda y San Mamés","navarredonda-y-san-mames"
"Navas del Rey","navas-del-rey"
"Nuevo Baztán","nuevo-baztan"
"Olmeda de las Fuentes","olmeda-de-las-fuentes"
"Orusco de Tajuña","orusco-de-tajuna"
"Paracuellos de Jarama","paracuellos-de-jarama"
"Parla","parla"
"Patones","patones"
"Pedrezuela","pedrezuela"
"Pelayos de la Presa","pelayos-de-la-presa"
"Perales de Tajuña","perales-de-tajuna"
"Pezuela de las Torres","pezuela-de-las-torres"
"Pinilla del Valle","pinilla-del-valle"
"Pinto","pinto"
"Piñuécar-Gandullas","pinuecar-gandullas"
"Pozuelo de Alarcón","pozuelo-de-alarcon"
"Pozuelo del Rey","pozuelo-del-rey"
"Prádena del Rincón","pradena-del-rincon"
"Puebla de la Sierra","puebla-de-la-sierra"
"Quijorna","quijorna"
"Rascafría","rascafria"
"Redueña","reduena"
"Ribatejada","ribatejada"
"Rivas-Vaciamadrid","rivas-vaciamadrid"
"Robledillo de la Jara","robledillo-de-la-jara"
"Robledo de Chavela","robledo-de-chavela"
"Robregordo","robregordo"
"Rozas de Madrid (Las)","rozas-de-madrid-las"
"Rozas de Puerto Real","rozas-de-puerto-real"
"San Agustín del Guadalix","san-agustin-del-guadalix"
"San Fernando de Henares","san-fernando-de-henares"
"San Lorenzo de El Escorial","san-lorenzo-de-el-escorial"
"San Martín de la Vega","san-martin-de-la-vega"
"San Martín de Valdeiglesias","san-martin-de-valdeiglesias"
"San Sebastián de los Reyes","san-sebastian-de-los-reyes"
"Santa María de la Alameda","santa-maria-de-la-alameda"
"Santorcaz","santorcaz"
"Santos de la Humosa (Los)","santos-de-la-humosa-los"
"Serna del Monte (La)","serna-del-monte-la"
"Serranillos del Valle","serranillos-del-valle"
"Sevilla la Nueva","sevilla-la-nueva"
"Somosierra","somosierra"
"Soto del Real","soto-del-real"
"Talamanca de Jarama","talamanca-de-jarama"
"Tielmes","tielmes"
"Titulcia","titulcia"
"Torrejón de Ardoz","torrejon-de-ardoz"
"Torrejón de la Calzada","torrejon-de-la-calzada"
"Torrejón de Velasco","torrejon-de-velasco"
"Torrelaguna","torrelaguna"
"Torrelodones","torrelodones"
"Torremocha de Jarama","torremocha-de-jarama"
"Torres de la Alameda","torres-de-la-alameda"
"Valdaracete","valdaracete"
"Valdeavero","valdeavero"
"Valdelaguna","valdelaguna"
"Valdemanco","valdemanco"
"Valdemaqueda","valdemaqueda"
"Valdemorillo","valdemorillo"
"Valdemoro","valdemoro"
"Valdeolmos-Alalpardo","valdeolmos-alalpardo"
"Valdepiélagos","valdepielagos"
"Valdetorres de Jarama","valdetorres-de-jarama"
"Valdilecha","valdilecha"
"Valverde de Alcalá","valverde-de-alcala"
"Velilla de San Antonio","velilla-de-san-antonio"
"Vellón (El)","vellon-el"
"Venturada","venturada"
"Villaconejos","villaconejos"
"Villa del Prado","villa-del-prado"
"Villalbilla","villalbilla"
"Villamanrique de Tajo","villamanrique-de-tajo"
"Villamanta","villamanta"
"Villamantilla","villamantilla"
"Villanueva de la Cañada","villanueva-de-la-canada"
"Villanueva del Pardillo","villanueva-del-pardillo"
"Villanueva de Perales","villanueva-de-perales"
"Villar del Olmo","villar-del-olmo"
"Villarejo de Salvanés","villarejo-de-salvanes"
"Villaviciosa de Odón","villaviciosa-de-odon"
"Villavieja del Lozoya","villavieja-del-lozoya"
"Zarzalejo","zarzalejo"
"Lozoyuela-Navas-Sieteiglesias","lozoyuela-navas-sieteiglesias"
"Puentes Viejas","puentes-viejas"
"Tres Cantos","tres-cantos"
"Comunidad Foral de Navarra","navarra"
"Navarra","navarra"
"Abáigar","abaigar"
"Abaurrepea/Abaurrea Baja","abaurrepea-abaurrea-baja"
"Aberin","aberin"
"Ablitas","ablitas"
"Adiós","adios"
"Aguilar de Codés","aguilar-de-codes"
"Aibar/Oibar","aibar-oibar"
"Altsasu/Alsasua","altsasu-alsasua"
"Allín","allin"
"Allo","allo"
"Améscoa Baja","amescoa-baja"
"Ancín/Antzin","ancin-antzin"
"Andosilla","andosilla"
"Ansoáin/Antsoain","ansoain-antsoain"
"Anue","anue"
"Añorbe","anorbe"
"Aoiz/Agoitz","aoiz-agoitz"
"Araitz","araitz"
"Aranarache/Aranaratxe","aranarache-aranaratxe"
"Arantza","arantza"
"Aranguren","aranguren"
"Arakil","arakil"
"Arbizu","arbizu"
"Arce/Artzi","arce-artzi"
"Arcos (Los)","arcos-los"
"Arellano","arellano"
"Areso","areso"
"Arguedas","arguedas"
"Aria","aria"
"Armañanzas","armananzas"
"Arróniz","arroniz"
"Arruazu","arruazu"
"Artajona","artajona"
"Artazu","artazu"
"Atez","atez"
"Ayegui/Aiegi","ayegui-aiegi"
"Azagra","azagra"
"Azuelo","azuelo"
"Bakaiku","bakaiku"
"Barásoain","barasoain"
"Barbarin","barbarin"
"Barillas","barillas"
"Basaburua","basaburua"
"Baztan","baztan"
"Belascoáin","belascoain"
"Berbinzana","berbinzana"
"Bertizarana","bertizarana"
"Betelu","betelu"
"Biurrun-Olcoz","biurrun-olcoz"
"Buñuel","bunuel"
"Auritz/Burguete","auritz-burguete"
"Burlada/Burlata","burlada-burlata"
"Busto (El)","busto-el"
"Cabanillas","cabanillas"
"Cabredo","cabredo"
"Cadreita","cadreita"
"Caparroso","caparroso"
"Cárcar","carcar"
"Carcastillo","carcastillo"
"Cascante","cascante"
"Cáseda","caseda"
"Castejón","castejon"
"Castillonuevo","castillonuevo"
"Cintruénigo","cintruenigo"
"Ziordia","ziordia"
"Cirauqui/Zirauki","cirauqui-zirauki"
"Ciriza","ciriza"
"Cizur","cizur"
"Corella","corella"
"Cortes","cortes"
"Desojo","desojo"
"Dicastillo","dicastillo"
"Etxalar","etxalar"
"Echarri","echarri"
"Etxarri-Aranatz","etxarri-aranatz"
"Etxauri","etxauri"
"Egüés","egues"
"Noáin (Valle de Elorz)/Noain (Elortzibar)","noain-valle-de-elorz-noain-elortzibar"
"Enériz/Eneritz","eneriz-eneritz"
"Eratsun","eratsun"
"Ergoiena","ergoiena"
"Erro","erro"
"Ezcároz/Ezkaroze","ezcaroz-ezkaroze"
"Esparza de Salazar/Espartza Zaraitzu","esparza-de-salazar-espartza-zaraitzu"
"Estella/Lizarra","estella-lizarra"
"Esteribar","esteribar"
"Etayo","etayo"
"Eulate","eulate"
"Ezcabarte","ezcabarte"
"Ezkurra","ezkurra"
"Ezprogui","ezprogui"
"Falces","falces"
"Fitero","fitero"
"Fontellas","fontellas"
"Funes","funes"
"Fustiñana","fustinana"
"Galar","galar"
"Gallipienzo/Galipentzu","gallipienzo-galipentzu"
"Gallués/Galoze","gallues-galoze"
"Genevilla","genevilla"
"Goizueta","goizueta"
"Goñi","goni"
"Guesálaz/Gesalatz","guesalaz-gesalatz"
"Guirguillano","guirguillano"
"Huarte/Uharte","huarte-uharte"
"Uharte-Arakil","uharte-arakil"
"Ibargoiti","ibargoiti"
"Igúzquiza","iguzquiza"
"Imotz","imotz"
"Irañeta","iraneta"
"Isaba/Izaba","isaba-izaba"
"Iza/Itza","iza-itza"
"Izagaondoa","izagaondoa"
"Izalzu/Itzaltzu","izalzu-itzaltzu"
"Javier","javier"
"Juslapeña","juslapena"
"Lakuntza","lakuntza"
"Lana","lana"
"Lantz","lantz"
"Lapoblación","lapoblacion"
"Larraga","larraga"
"Larraun","larraun"
"Lazagurría","lazagurria"
"Leache","leache"
"Legarda","legarda"
"Leitza","leitza"
"Leoz/Leotz","leoz-leotz"
"Lerga","lerga"
"Lerín","lerin"
"Lesaka","lesaka"
"Liédena","liedena"
"Lizoáin-Arriasgoiti","lizoain-arriasgoiti"
"Lodosa","lodosa"
"Lónguida/Longida","longuida-longida"
"Lumbier","lumbier"
"Marañón","maranon"
"Marcilla","marcilla"
"Mélida","melida"
"Mendavia","mendavia"
"Mendaza","mendaza"
"Mendigorría","mendigorria"
"Metauten","metauten"
"Milagro","milagro"
"Miranda de Arga","miranda-de-arga"
"Monteagudo","monteagudo"
"Morentin","morentin"
"Mues","mues"
"Murchante","murchante"
"Murillo el Cuende","murillo-el-cuende"
"Murillo el Fruto","murillo-el-fruto"
"Muruzábal","muruzabal"
"Navascués","navascues"
"Obanos","obanos"
"Ochagavía/Otsagabia","ochagavia-otsagabia"
"Odieta","odieta"
"Olaibar","olaibar"
"Olazti/Olazagutía","olazti-olazagutia"
"Olejua","olejua"
"Olite/Erriberri","olite-erriberri"
"Olóriz/Oloritz","oloriz-oloritz"
"Cendea de Olza/Oltza Zendea","cendea-de-olza-oltza-zendea"
"Ollo","ollo"
"Orbaitzeta","orbaitzeta"
"Orbara","orbara"
"Oroz-Betelu/Orotz-Betelu","oroz-betelu-orotz-betelu"
"Oteiza","oteiza"
"Pamplona/Iruña","pamplona-iruna"
"Peralta/Azkoien","peralta-azkoien"
"Piedramillera","piedramillera"
"Pitillas","pitillas"
"Puente la Reina/Gares","puente-la-reina-gares"
"Ribaforada","ribaforada"
"Romanzado","romanzado"
"Orreaga/Roncesvalles","orreaga-roncesvalles"
"Saldías","saldias"
"San Adrián","san-adrian"
"Sangüesa/Zangoza","sanguesa-zangoza"
"San Martín de Unx","san-martin-de-unx"
"Sansol","sansol"
"Santacara","santacara"
"Doneztebe/Santesteban","doneztebe-santesteban"
"Sarriés/Sartze","sarries-sartze"
"Sartaguda","sartaguda"
"Sesma","sesma"
"Sorlada","sorlada"
"Sunbilla","sunbilla"
"Tafalla","tafalla"
"Tiebas-Muruarte de Reta","tiebas-muruarte-de-reta"
"Torralba del Río","torralba-del-rio"
"Torres del Río","torres-del-rio"
"Tudela","tudela"
"Tulebras","tulebras"
"Ucar","ucar"
"Ujué","ujue"
"Ultzama","ultzama"
"Unciti","unciti"
"Unzué","unzue"
"Urdazubi/Urdax","urdazubi-urdax"
"Urdiain","urdiain"
"Urraul Alto","urraul-alto"
"Urraul Bajo","urraul-bajo"
"Urroz-Villa","urroz-villa"
"Uterga","uterga"
"Luzaide/Valcarlos","luzaide-valcarlos"
"Valtierra","valtierra"
"Bera","bera"
"Viana","viana"
"Bidaurreta","bidaurreta"
"Villafranca","villafranca"
"Villamayor de Monjardín","villamayor-de-monjardin"
"Villatuerta","villatuerta"
"Villava/Atarrabia","villava-atarrabia"
"Igantzi","igantzi"
"Valle de Yerri/Deierri","valle-de-yerri-deierri"
"Yesa","yesa"
"Zabalza/Zabaltza","zabalza-zabaltza"
"Zugarramurdi","zugarramurdi"
"Zúñiga","zuniga"
"Barañain","baranain"
"Berrioplano","berrioplano"
"Berriozar","berriozar"
"Irurtzun","irurtzun"
"Beriáin","beriain"
"Orkoien","orkoien"
"Zizur Mayor/Zizur Nagusia","zizur-mayor-zizur-nagusia"
"Lekunberri","lekunberri"
"País Vasco","pais-vasco"
"Álava","alava"
"Alegría-Dulantzi","alegria-dulantzi"
"Amurrio","amurrio"
"Aramaio","aramaio"
"Artziniega","artziniega"
"Armiñón","arminon"
"Arrazua-Ubarrundia","arrazua-ubarrundia"
"Asparrena","asparrena"
"Ayala/Aiara","ayala-aiara"
"Baños de Ebro/Mañueta","banos-de-ebro-manueta"
"Barrundia","barrundia"
"Berantevilla","berantevilla"
"Bernedo","bernedo"
"Campezo/Kanpezu","campezo-kanpezu"
"Zigoitia","zigoitia"
"Kripan","kripan"
"Kuartango","kuartango"
"Elburgo/Burgelu","elburgo-burgelu"
"Elciego","elciego"
"Elvillar/Bilar","elvillar-bilar"
"Iruraiz-Gauna","iruraiz-gauna"
"Labastida/Bastida","labastida-bastida"
"Lagrán","lagran"
"Laguardia","laguardia"
"Lanciego/Lantziego","lanciego-lantziego"
"Lapuebla de Labarca","lapuebla-de-labarca"
"Leza","leza"
"Laudio/Llodio","laudio-llodio"
"Arraia-Maeztu","arraia-maeztu"
"Moreda de Álava","moreda-de-lava"
"Navaridas","navaridas"
"Okondo","okondo"
"Oyón-Oion","oyon-oion"
"Peñacerrada-Urizaharra","penacerrada-urizaharra"
"Erriberagoitia/Ribera Alta","erriberagoitia-ribera-alta"
"Ribera Baja/Erribera Beitia","ribera-baja-erribera-beitia"
"Añana","anana"
"Salvatierra/Agurain","salvatierra-agurain"
"Samaniego","samaniego"
"San Millán/Donemiliaga","san-millan-donemiliaga"
"Urkabustaiz","urkabustaiz"
"Valdegovía/Gaubea","valdegovia-gaubea"
"Harana/Valle de Arana","harana-valle-de-arana"
"Villabuena de Álava/Eskuernaga","villabuena-de-lava-eskuernaga"
"Legutio","legutio"
"Vitoria-Gasteiz","vitoria-gasteiz"
"Yécora/Iekora","yecora-iekora"
"Zalduondo","zalduondo"
"Zambrana","zambrana"
"Zuia","zuia"
"Iruña Oka/Iruña de Oca","iruna-oka-iruna-de-oca"
"Lantarón","lantaron"
"Guipúzcoa","guipuzcoa"
"Abaltzisketa","abaltzisketa"
"Aduna","aduna"
"Aizarnazabal","aizarnazabal"
"Albiztur","albiztur"
"Alegia","alegia"
"Alkiza","alkiza"
"Altzo","altzo"
"Amezketa","amezketa"
"Andoain","andoain"
"Anoeta","anoeta"
"Antzuola","antzuola"
"Arama","arama"
"Aretxabaleta","aretxabaleta"
"Asteasu","asteasu"
"Ataun","ataun"
"Aia","aia"
"Azkoitia","azkoitia"
"Azpeitia","azpeitia"
"Beasain","beasain"
"Beizama","beizama"
"Belauntza","belauntza"
"Berastegi","berastegi"
"Berrobi","berrobi"
"Bidegoian","bidegoian"
"Zegama","zegama"
"Zerain","zerain"
"Zestoa","zestoa"
"Zizurkil","zizurkil"
"Deba","deba"
"Eibar","eibar"
"Elduain","elduain"
"Elgoibar","elgoibar"
"Elgeta","elgeta"
"Eskoriatza","eskoriatza"
"Ezkio-Itsaso","ezkio-itsaso"
"Hondarribia","hondarribia"
"Gaintza","gaintza"
"Gabiria","gabiria"
"Getaria","getaria"
"Hernani","hernani"
"Hernialde","hernialde"
"Ibarra","ibarra"
"Idiazabal","idiazabal"
"Ikaztegieta","ikaztegieta"
"Irun","irun"
"Irura","irura"
"Itsasondo","itsasondo"
"Larraul","larraul"
"Lazkao","lazkao"
"Leaburu","leaburu"
"Legazpi","legazpi"
"Legorreta","legorreta"
"Lezo","lezo"
"Lizartza","lizartza"
"Arrasate/Mondragón","arrasate-mondragon"
"Mutriku","mutriku"
"Mutiloa","mutiloa"
"Olaberria","olaberria"
"Oñati","onati"
"Orexa","orexa"
"Orio","orio"
"Ormaiztegi","ormaiztegi"
"Oiartzun","oiartzun"
"Pasaia","pasaia"
"Soraluze/Placencia de las Armas","soraluze-placencia-de-las-armas"
"Errezil","errezil"
"Errenteria","errenteria"
"Leintz-Gatzaga","leintz-gatzaga"
"Donostia-San Sebastián","donostia-san-sebastian"
"Segura","segura"
"Tolosa","tolosa"
"Urnieta","urnieta"
"Usurbil","usurbil"
"Bergara","bergara"
"Villabona","villabona"
"Ordizia","ordizia"
"Urretxu","urretxu"
"Zaldibia","zaldibia"
"Zarautz","zarautz"
"Zumarraga","zumarraga"
"Zumaia","zumaia"
"Mendaro","mendaro"
"Lasarte-Oria","lasarte-oria"
"Astigarraga","astigarraga"
"Baliarrain","baliarrain"
"Orendain","orendain"
"Altzaga","altzaga"
"Gaztelu","gaztelu"
"Vizcaya","vizcaya"
"Abadiño","abadino"
"Abanto y Ciérvana-Abanto Zierbena","abanto-y-ciervana-abanto-zierbena"
"Amorebieta-Etxano","amorebieta-etxano"
"Amoroto","amoroto"
"Arakaldo","arakaldo"
"Arantzazu","arantzazu"
"Munitibar-Arbatzegi Gerrikaitz","munitibar-arbatzegi-gerrikaitz"
"Artzentales","artzentales"
"Arrankudiaga","arrankudiaga"
"Arrieta","arrieta"
"Arrigorriaga","arrigorriaga"
"Bakio","bakio"
"Barakaldo","barakaldo"
"Barrika","barrika"
"Basauri","basauri"
"Berango","berango"
"Bermeo","bermeo"
"Berriatua","berriatua"
"Berriz","berriz"
"Bilbao","bilbao"
"Busturia","busturia"
"Karrantza Harana/Valle de Carranza","karrantza-harana-valle-de-carranza"
"Artea","artea"
"Zeanuri","zeanuri"
"Zeberio","zeberio"
"Dima","dima"
"Durango","durango"
"Ea","ea"
"Etxebarri","etxebarri"
"Etxebarria","etxebarria"
"Elantxobe","elantxobe"
"Elorrio","elorrio"
"Ereño","ereno"
"Ermua","ermua"
"Fruiz","fruiz"
"Galdakao","galdakao"
"Galdames","galdames"
